X,Y,Z
48.361,-49.754,-155.000
49.215,-48.835,-155.000
49.999,-47.857,-155.000
50.693,-46.813,-155.000
51.326,-45.731,-155.000
51.935,-44.634,-155.000
52.516,-43.522,-155.000
53.033,-42.380,-155.000
53.465,-41.203,-155.000
53.835,-40.004,-155.000
54.182,-38.799,-155.000
54.527,-37.593,-155.000
54.870,-36.386,-155.000
55.194,-35.175,-155.000
55.446,-33.946,-155.000
55.580,-32.701,-155.000
55.620,-31.447,-155.000
55.625,-30.193,-155.000
55.625,-28.938,-155.000
55.625,-27.684,-155.000
55.616,-26.430,-155.000
55.564,-25.176,-155.000
55.423,-23.931,-155.000
55.187,-22.699,-155.000
54.899,-21.478,-155.000
54.597,-20.261,-155.000
54.286,-19.046,-155.000
53.938,-17.841,-155.000
53.506,-16.664,-155.000
52.975,-15.528,-155.000
52.385,-14.421,-155.000
51.773,-13.326,-155.000
51.130,-12.249,-155.000
50.413,-11.221,-155.000
49.601,-10.265,-155.000
48.732,-9.360,-155.000
47.847,-8.472,-155.000
46.952,-7.593,-155.000
46.022,-6.751,-155.000
45.026,-5.989,-155.000
43.973,-5.308,-155.000
42.893,-4.669,-155.000
41.808,-4.040,-155.000
40.723,-3.412,-155.000
39.637,-2.783,-155.000
38.551,-2.155,-155.000
37.466,-1.526,-155.000
36.380,-0.898,-155.000
35.289,-0.279,-155.000
34.172,0.292,-155.000
33.014,0.773,-155.000
31.823,1.166,-155.000
30.614,1.503,-155.000
29.388,1.765,-155.000
28.144,1.924,-155.000
26.892,2.013,-155.000
25.640,2.083,-155.000
24.387,2.152,-155.000
23.135,2.222,-155.000
21.882,2.291,-155.000
20.630,2.361,-155.000
19.378,2.430,-155.000
18.125,2.500,-155.000
41.250,20.625,-155.000
40.132,20.022,-155.000
39.114,19.264,-155.000
38.329,18.269,-155.000
37.833,17.103,-155.000
37.593,15.858,-155.000
37.569,14.590,-155.000
37.779,13.342,-155.000
38.249,12.165,-155.000
38.919,11.089,-155.000
39.779,10.168,-155.000
40.890,9.595,-155.000
42.140,9.411,-155.000
43.407,9.452,-155.000
44.638,9.725,-155.000
45.719,10.359,-155.000
46.511,11.332,-155.000
46.988,12.500,-155.000
47.220,13.745,-155.000
47.248,15.013,-155.000
47.079,16.269,-155.000
46.752,17.495,-155.000
46.249,18.658,-155.000
45.466,19.649,-155.000
44.383,20.300,-155.000
43.144,20.569,-155.000
41.875,20.625,-155.000
62.500,55.000,-155.000
61.541,54.161,-155.000
60.583,53.323,-155.000
59.625,52.483,-155.000
58.689,51.620,-155.000
57.846,50.667,-155.000
57.170,49.590,-155.000
56.634,48.435,-155.000
56.155,47.255,-155.000
55.710,46.062,-155.000
55.371,44.837,-155.000
55.242,43.574,-155.000
55.335,42.307,-155.000
55.706,41.104,-155.000
56.660,40.358,-155.000
57.924,40.364,-155.000
59.158,40.664,-155.000
60.286,41.243,-155.000
61.249,42.072,-155.000
62.116,43.006,-155.000
62.960,43.960,-155.000
63.776,44.937,-155.000
64.477,45.994,-155.000
64.937,47.173,-155.000
65.163,48.424,-155.000
65.287,49.691,-155.000
65.384,50.961,-155.000
65.397,52.233,-155.000
65.083,53.450,-155.000
64.229,54.368,-155.000
63.125,55.000,-155.000
