# X,Y,Z
52.266,101.250,-153.000
51.894,101.016,-153.000
51.425,101.016,-153.000
50.956,101.016,-153.000
50.487,101.016,-153.000
50.018,101.016,-153.000
49.549,101.016,-153.000
49.080,101.016,-153.000
48.708,100.778,-153.000
48.240,100.742,-153.000
47.773,100.706,-153.000
47.305,100.670,-153.000
46.838,100.634,-153.000
46.370,100.598,-153.000
45.902,100.562,-153.000
45.442,100.482,-153.000
44.987,100.368,-153.000
44.532,100.254,-153.000
44.077,100.140,-153.000
43.622,100.027,-153.000
43.167,99.913,-153.000
42.712,99.799,-153.000
42.257,99.685,-153.000
41.802,99.572,-153.000
41.347,99.458,-153.000
40.896,99.332,-153.000
40.455,99.173,-153.000
40.014,99.014,-153.000
39.572,98.855,-153.000
39.131,98.697,-153.000
38.690,98.538,-153.000
38.249,98.379,-153.000
37.807,98.220,-153.000
37.366,98.061,-153.000
36.925,97.902,-153.000
36.484,97.743,-153.000
36.042,97.585,-153.000
35.601,97.426,-153.000
35.160,97.267,-153.000
34.691,97.266,-153.000
34.222,97.266,-153.000
33.753,97.266,-153.000
33.308,97.118,-153.000
32.863,96.970,-153.000
32.418,96.822,-153.000
31.953,96.797,-153.000
31.484,96.797,-153.000
31.015,96.797,-153.000
30.546,96.797,-153.000
30.077,96.797,-153.000
29.608,96.797,-153.000
29.139,96.797,-153.000
28.670,96.797,-153.000
28.201,96.797,-153.000
27.732,96.797,-153.000
27.263,96.797,-153.000
26.794,96.797,-153.000
26.325,96.797,-153.000
25.856,96.797,-153.000
25.387,96.797,-153.000
24.918,96.797,-153.000
24.450,96.797,-153.000
24.078,97.037,-153.000
23.611,97.077,-153.000
23.143,97.118,-153.000
22.676,97.159,-153.000
22.209,97.199,-153.000
21.742,97.240,-153.000
21.275,97.280,-153.000
20.807,97.321,-153.000
20.340,97.362,-153.000
19.873,97.402,-153.000
19.406,97.443,-153.000
18.938,97.484,-153.000
18.552,97.698,-153.000
18.099,97.750,-153.000
17.630,97.768,-153.000
17.161,97.786,-153.000
16.693,97.804,-153.000
16.224,97.823,-153.000
15.755,97.841,-153.000
15.287,97.859,-153.000
14.818,97.877,-153.000
14.350,97.895,-153.000
13.881,97.913,-153.000
13.412,97.931,-153.000
12.944,97.949,-153.000
12.475,97.967,-153.000
12.103,98.203,-153.000
11.634,98.203,-153.000
11.165,98.203,-153.000
10.696,98.203,-153.000
10.227,98.203,-153.000
9.758,98.203,-153.000
9.314,98.264,-153.000
8.917,98.438,-153.000
8.448,98.438,-153.000
7.979,98.438,-153.000
7.510,98.438,-153.000
7.041,98.438,-153.000
6.572,98.438,-153.000
6.103,98.438,-153.000
5.635,98.438,-153.000
5.166,98.438,-153.000
4.697,98.438,-153.000
4.228,98.438,-153.000
3.759,98.438,-153.000
3.290,98.438,-153.000
2.821,98.438,-153.000
2.352,98.438,-153.000
1.883,98.438,-153.000
1.414,98.438,-153.000
0.945,98.438,-153.000
0.476,98.438,-153.000
0.007,98.438,-153.000
-0.462,98.438,-153.000
-0.931,98.438,-153.000
-1.400,98.438,-153.000
-1.772,98.203,-153.000
-2.241,98.203,-153.000
-2.710,98.203,-153.000
-3.179,98.203,-153.000
-3.648,98.203,-153.000
-4.117,98.203,-153.000
-4.586,98.203,-153.000
-5.016,98.109,-153.000
-5.427,97.969,-153.000
-5.896,97.969,-153.000
-6.365,97.969,-153.000
-6.834,97.969,-153.000
-7.303,97.969,-153.000
-7.772,97.969,-153.000
-8.241,97.969,-153.000
-8.630,97.776,-153.000
-9.081,97.709,-153.000
-9.549,97.680,-153.000
-10.017,97.650,-153.000
-10.485,97.621,-153.000
-10.953,97.592,-153.000
-11.421,97.563,-153.000
-11.889,97.533,-153.000
-12.357,97.504,-153.000
-12.817,97.416,-153.000
-13.276,97.318,-153.000
-13.735,97.221,-153.000
-14.193,97.123,-153.000
-14.652,97.025,-153.000
-15.111,96.928,-153.000
-15.570,96.830,-153.000
-16.028,96.733,-153.000
-16.487,96.635,-153.000
-16.946,96.537,-153.000
